MSZoning,Neighborhood,HouseStyle,Exterior1st,Foundation,BsmtExposure,GarageType,GarageFinish,MoSold_cat,MSSubClass,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,BsmtFinType1_ord,TotalSF,TotalBathrooms,Age,PorchSF,ComponentsQual,HasBsmt,HasGarage,Has2ndFloor,HasPool,Remodeled,SalePrice,SalePrice_log
RL,Gilbert,2Story,VinylSd,PConc,No,BuiltIn,RFn,Jul,60,12224,6,5,40.0,695,7,1,2,24,4,2847.6,3.3,9,48,3.625,1,1,1,0,0,244000,12.404927602627597
RL,NAmes,1Story,MetalSd,CBlock,No,Detchd,Unf,Jul,20,7388,5,6,0.0,405,7,0,2,0,1,2184.9,1.8,48,0,3.25,1,1,0,0,1,150750,11.923384748066601
RL,Timber,1Story,VinylSd,PConc,No,Attchd,Fin,Jun,20,6853,8,5,136.0,1005,6,0,2,192,4,2309.6,2.8,8,25,3.75,1,1,0,0,1,220000,12.301387370778713
RL,Sawyer,1Story,Plywood,CBlock,No,Attchd,RFn,Jul,20,10335,5,6,0.0,570,7,1,2,0,1,2897.6000000000004,2.5,38,276,3.125,1,1,0,0,1,180000,12.100717685412471
RL,NWAmes,1Story,Plywood,PConc,No,Attchd,Unf,May,20,10400,7,6,288.0,0,7,1,2,98,3,2733.2,2.0,38,0,3.125,1,1,0,0,0,174000,12.066816325306588
RL,NAmes,1Story,MetalSd,CBlock,No,Attchd,RFn,Jul,20,10355,5,5,196.0,695,5,1,1,0,2,2185.2,2.0,40,111,3.0,1,1,0,0,0,143000,11.870606902224587
RL,Mitchel,1Story,VinylSd,CBlock,No,2Types,Unf,Jul,90,11070,7,5,70.0,0,9,0,3,0,3,3492.8,3.0,18,0,3.125,1,1,0,0,1,171000,12.049424683420915
RL,CollgCr,2Story,VinylSd,PConc,Mn,Attchd,Fin,Dec,60,9066,8,5,320.0,668,7,2,3,224,4,2662.5,2.5,9,106,3.625,1,1,1,0,1,230000,12.345838935721968
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Aug,60,15426,6,5,0.0,821,7,0,2,276,4,2512.9,3.3,12,99,3.5,1,1,1,0,0,231500,12.352339472153524
RL,NAmes,1Story,HdBoard,CBlock,No,,,Apr,20,10500,4,5,0.0,432,5,1,0,0,4,1562.2,1.0,39,0,2.25,1,0,0,0,0,115000,11.652696102959753
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,Fin,Jan,20,11645,7,5,0.0,1300,7,0,2,160,4,3129.0,2.8,1,24,3.625,1,1,0,0,0,260000,12.468440756144114
RL,NAmes,1.5Fin,BrkFace,CBlock,No,Detchd,Unf,Jun,50,8520,5,4,0.0,507,6,0,2,0,1,2120.1,2.0,58,0,2.75,1,1,1,0,0,166000,12.019749091416921
RL,CollgCr,1Story,VinylSd,PConc,Gd,Attchd,RFn,Jun,20,10335,7,5,183.0,679,6,0,2,144,4,2700.8,2.8,10,29,3.625,1,1,0,0,0,204000,12.225880174775122
RM,Sawyer,1Story,HdBoard,CBlock,No,Detchd,Unf,Nov,90,9100,5,5,336.0,1332,10,0,2,0,1,3117.4,2.8,43,0,3.0,1,1,0,0,0,125000,11.736077016252437
RM,Edwards,2Story,VinylSd,PConc,No,Detchd,Unf,Apr,160,2522,6,5,50.0,0,7,0,2,0,3,2487.4,2.0,2,40,3.625,1,1,1,0,1,130000,11.775297421715827
RM,BrkSide,1Story,Wd Sdng,BrkTil,No,Detchd,Unf,Nov,30,6120,5,7,0.0,209,5,0,1,48,2,1452.1,1.8,78,0,2.875,1,1,0,0,1,105000,11.561725152903833
RL,Gilbert,2Story,VinylSd,PConc,No,BuiltIn,Fin,May,60,9505,7,5,180.0,0,8,1,2,144,3,2742.2,2.5,9,48,3.625,1,1,1,0,0,222500,12.312686874960354
RL,SawyerW,1Story,VinylSd,PConc,No,,,Apr,20,7500,7,5,120.0,680,6,0,0,0,4,1950.3,1.8,4,0,2.75,1,0,0,0,1,141000,11.856522261533737
RM,BrkSide,1.5Fin,MetalSd,BrkTil,No,Detchd,Unf,Apr,50,6240,5,4,0.0,0,7,0,1,200,3,2060.8,1.0,70,114,3.125,1,1,1,0,1,115000,11.652696102959753
RL,CollgCr,1Story,HdBoard,CBlock,Av,Attchd,Unf,Jan,20,10356,5,6,0.0,716,5,0,2,0,2,1756.2,1.5,32,0,3.0,1,1,0,0,0,122000,11.711784520403112
RL,NridgHt,1Story,VinylSd,PConc,Gd,Attchd,RFn,Jan,20,13891,8,5,436.0,1400,6,1,3,0,4,3088.7,2.8,1,102,3.75,1,1,0,0,1,372402,12.827731880206521
RL,NWAmes,2Story,HdBoard,CBlock,No,Attchd,RFn,Jun,60,14803,6,5,252.0,416,8,1,2,0,1,2653.0,2.5,35,66,3.125,1,1,1,0,0,190000,12.154784614286667
RL,ClearCr,1Story,BrkFace,CBlock,Gd,Attchd,RFn,Mar,20,13500,6,7,0.0,429,4,1,2,409,2,2533.6000000000004,1.8,48,0,3.25,1,1,0,0,1,235000,12.367345048436391
RM,OldTown,1Story,Wd Sdng,BrkTil,No,Detchd,Unf,Mar,30,11340,6,5,0.0,0,7,0,1,0,3,2168.4,1.0,83,228,2.75,1,1,0,0,1,125000,11.736077016252437
RL,Edwards,1.5Fin,Wd Sdng,BrkTil,No,,,Apr,50,9600,6,5,0.0,0,5,0,0,0,3,1559.6,1.0,84,136,2.125,1,0,1,0,1,79000,11.277215789596893
RL,NAmes,1Story,Wd Sdng,CBlock,,Detchd,Unf,Jun,20,7200,5,7,0.0,0,5,0,2,0,0,1046.0,1.0,56,0,2.25,0,1,0,0,0,109500,11.603688960617083
RL,Timber,2Story,VinylSd,PConc,No,BuiltIn,Fin,May,60,12003,8,5,84.0,0,8,1,3,0,3,2596.3999999999996,2.5,1,75,3.875,1,1,1,0,1,269500,12.504327379899443
FV,Somerst,2Story,VinylSd,PConc,No,Attchd,RFn,May,60,12552,7,5,0.0,222,8,1,2,0,4,2749.8,2.5,6,136,3.625,1,1,1,0,1,254900,12.448630513463613
RL,Gilbert,2Story,VinylSd,PConc,Mn,Attchd,RFn,Mar,60,19378,7,5,456.0,57,9,1,2,239,4,3589.0000000000005,3.3,1,300,3.625,1,1,1,0,1,320000,12.676079399771027
RL,Veenker,1Story,Plywood,PConc,No,Attchd,Unf,Jun,20,11120,6,6,0.0,660,6,0,2,0,2,2217.6,2.0,24,0,3.125,1,1,0,0,0,162500,11.998439434579149
RL,NridgHt,2Story,VinylSd,PConc,Av,BuiltIn,Fin,Mar,60,13688,9,5,664.0,1016,10,2,3,400,4,3936.6000000000004,3.3,5,0,3.875,1,1,1,0,1,412500,12.929993908996359
RL,NridgHt,1Story,VinylSd,PConc,Mn,Attchd,RFn,May,20,12182,7,5,226.0,1201,7,1,2,0,2,2783.3,2.0,5,70,3.625,1,1,0,0,0,220000,12.301387370778713
RL,OldTown,1.5Unf,MetalSd,CBlock,No,,,Apr,45,5500,4,6,0.0,0,4,0,0,0,3,1593.1,1.0,51,0,2.5,1,0,0,0,0,103200,11.544433821905134
RM,OldTown,1Story,MetalSd,BrkTil,Mn,Detchd,Unf,Oct,40,5400,6,7,0.0,370,5,0,1,0,3,2539.2,2.0,81,183,3.375,1,1,1,0,1,152000,11.931642378754141
RL,Edwards,1.5Fin,Wd Sdng,BrkTil,No,,,Sep,190,10106,5,7,0.0,351,6,0,0,140,4,1876.4,2.8,68,0,2.5,1,0,1,0,1,127500,11.755879486687116
RL,ClearCr,1Story,Wd Sdng,CBlock,No,Attchd,Fin,Nov,20,10708,5,5,0.0,379,7,3,1,476,3,3160.6000000000004,1.8,54,142,3.375,1,1,0,0,1,190000,12.154784614286667
RL,NridgHt,2Story,VinylSd,PConc,No,Attchd,Fin,Nov,60,10562,8,5,300.0,1288,8,1,3,178,4,3435.2000000000003,2.3,0,120,3.875,1,1,1,0,0,325624,12.693501691489768
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,May,60,8244,7,5,0.0,0,7,1,2,100,3,2398.2,2.5,3,48,3.625,1,1,1,0,0,183500,12.119975396053194
RL,Timber,1Story,Plywood,CBlock,No,Attchd,RFn,Jan,20,16669,8,6,653.0,0,6,1,2,574,3,3055.8,2.5,25,64,3.25,1,1,0,0,0,228000,12.337105293891872
RM,OldTown,1.5Fin,MetalSd,CBlock,No,Detchd,Unf,May,50,12358,5,6,0.0,360,7,0,2,237,1,1958.0,1.5,66,0,3.0,1,1,0,0,1,128500,11.763691965388299
RL,NAmes,1Story,BrkFace,CBlock,Gd,Attchd,Fin,May,20,31770,6,5,112.0,639,7,2,2,210,2,2534.1,1.8,50,62,3.0,1,1,0,0,0,215000,12.278397958261774
RL,StoneBr,2Story,HdBoard,PConc,No,Attchd,RFn,Jun,160,5306,7,7,0.0,495,5,1,2,441,4,2622.6,2.8,19,35,3.875,1,1,1,0,0,239000,12.384223015005313
RL,NAmes,1Story,WdShing,CBlock,No,Attchd,Unf,Jun,20,10197,6,5,491.0,288,6,1,2,0,4,2459.6000000000004,2.3,47,20,3.0,1,1,0,0,0,163000,12.001511614739405
RL,Timber,1Story,VinylSd,CBlock,No,Attchd,Fin,Nov,20,12416,6,5,132.0,1398,7,1,2,192,4,2940.5,2.8,22,0,3.0,1,1,0,0,0,184000,12.122696471358964
RL,Edwards,1Story,WdShing,CBlock,Av,Attchd,Unf,Jun,20,12615,6,7,0.0,477,7,1,2,0,4,3128.0,2.8,57,68,3.25,1,1,0,0,1,243000,12.400820837540556
RL,ClearCr,2Story,Plywood,PConc,No,Attchd,Unf,Sep,60,10029,6,5,268.0,831,8,1,2,0,4,2990.5,2.9,19,420,3.25,1,1,1,0,1,211000,12.259618151783465
RL,Sawyer,1.5Fin,MetalSd,CBlock,No,Attchd,Unf,Jul,50,13650,5,5,0.0,57,8,1,2,0,4,2761.6,2.8,48,0,3.625,1,1,1,0,0,172500,12.058158312538197
RL,StoneBr,1Story,VinylSd,PConc,No,Attchd,Fin,Jul,20,17423,9,5,748.0,1904,9,1,3,0,4,4013.1000000000004,2.8,1,60,4.0,1,1,0,0,1,501837,13.126032637428713
RM,OldTown,1Story,Wd Sdng,CBlock,No,Detchd,Unf,Jul,30,8520,5,6,0.0,0,5,0,2,0,3,1748.4,1.0,84,184,3.0,1,1,0,0,1,100000,11.51293546492023
FV,Somerst,2Story,MetalSd,PConc,No,Detchd,Unf,Jun,160,2117,6,5,456.0,436,5,1,2,0,4,2129.8,2.5,7,0,3.625,1,1,1,0,0,177000,12.083910661257521
RL,Crawfor,2Story,Stucco,BrkTil,No,Detchd,Unf,Jul,70,7588,7,6,0.0,352,9,1,1,0,3,2441.8,1.5,86,40,2.875,1,1,1,0,1,200100,12.206577518060588
RL,Edwards,1Story,Wd Sdng,PConc,,Attchd,RFn,Jun,20,9060,5,6,98.0,0,7,1,1,116,0,1346.0,1.0,50,180,2.5,0,1,0,0,1,120000,11.695255355062795
RM,OldTown,1.5Fin,VinylSd,PConc,No,Detchd,Unf,Jun,50,11426,7,5,0.0,0,6,0,2,280,3,3177.9000000000005,2.5,5,238,3.5,1,1,1,0,0,200000,12.206077645517674
RL,BrkSide,1.5Fin,AsbShng,PConc,No,Attchd,Unf,Jun,50,7438,5,8,0.0,0,5,0,2,104,3,1664.4,1.0,98,0,3.0,1,1,1,0,1,127000,11.751950239425476
RM,OldTown,2.5Fin,Wd Sdng,BrkTil,Mn,Detchd,Unf,Jun,75,22950,10,9,0.0,0,12,2,3,0,3,4502.6,2.5,114,670,4.0,1,1,1,0,1,475000,13.07107218827772
RL,Mitchel,SLvl,HdBoard,PConc,Av,Attchd,Unf,Jun,80,9947,7,5,0.0,611,6,0,2,168,4,2167.4,2.8,19,27,3.5,1,1,0,0,1,173000,12.06105265381003
RL,OldTown,1.5Fin,HdBoard,CBlock,No,Detchd,Unf,Aug,50,10410,5,7,0.0,0,8,0,1,0,3,2190.0,2.5,93,140,2.875,1,1,1,0,1,135000,11.813037464800539
RL,SawyerW,SFoyer,Plywood,CBlock,Av,Detchd,Unf,Jun,90,7018,5,5,275.0,1086,6,2,2,120,4,2099.2000000000003,2.6,30,0,3.125,1,1,0,0,0,153337,11.940399914116648
RL,StoneBr,1Story,CemntBd,PConc,Av,Attchd,Fin,Aug,120,4923,8,5,0.0,1153,5,1,2,0,4,2871.5,2.3,7,344,3.875,1,1,0,0,1,286000,12.563750586299374
RL,Crawfor,2Story,BrkFace,CBlock,No,Detchd,Unf,Dec,70,10570,8,8,0.0,297,10,2,2,0,1,3416.4,2.5,75,74,3.5,1,1,1,0,1,315000,12.660331092405906
RL,NAmes,2Story,HdBoard,CBlock,No,Attchd,Fin,Jun,60,7472,7,9,138.0,626,7,0,2,0,4,2059.0,2.3,35,32,3.25,1,1,1,0,1,184000,12.122696471358964
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,Fin,Sep,20,9017,7,5,0.0,560,6,0,2,0,4,2582.6000000000004,2.8,10,35,3.625,1,1,0,0,0,192000,12.165255859329688
RM,Edwards,2Story,VinylSd,PConc,No,Detchd,Unf,May,160,2522,7,5,50.0,0,7,0,2,0,3,2487.4,2.0,2,40,3.625,1,1,1,0,0,130000,11.775297421715827
RL,CollgCr,1Story,HdBoard,CBlock,Av,Detchd,Unf,May,20,7180,5,7,0.0,390,5,0,1,0,4,1561.2,1.0,36,0,3.0,1,1,0,0,0,127000,11.751950239425476
RL,NPkVill,2Story,Plywood,CBlock,No,Attchd,Unf,Jul,160,2280,6,6,0.0,566,7,1,2,87,4,2142.4,2.5,33,0,3.125,1,1,1,0,0,148500,11.908346971208951
RL,Somerst,1Story,CemntBd,PConc,No,Attchd,Fin,Sep,20,9416,7,5,205.0,1126,8,1,3,171,4,3114.7000000000003,2.8,0,404,4.0,1,1,0,0,0,311872,12.650351332641707
RL,NAmes,2Story,Stucco,PConc,No,Detchd,Unf,Mar,75,25419,8,4,0.0,1036,8,1,2,0,4,4217.4,3.2,88,568,3.5,1,1,1,1,1,235000,12.367345048436391
RM,OldTown,2.5Fin,Wd Sdng,CBlock,No,,,Jul,75,5520,6,6,0.0,0,8,0,0,0,3,2842.2,1.0,97,228,2.5,1,0,1,0,1,104000,11.552155793461898
RL,NridgHt,1Story,VinylSd,PConc,Av,Attchd,Fin,Jan,20,9591,8,5,262.0,1088,7,1,3,0,4,3091.0,2.8,5,196,3.875,1,1,0,0,1,274900,12.524166311833152
RM,Edwards,1Story,VinylSd,PConc,No,Attchd,RFn,Mar,20,8546,4,5,0.0,0,5,0,2,132,3,2025.8000000000002,2.0,7,64,3.375,1,1,0,0,1,140000,11.849404844423074
RL,Mitchel,1Story,Plywood,CBlock,No,Detchd,Unf,Feb,20,10125,6,6,0.0,641,6,2,2,238,4,2243.3,2.4,31,83,3.0,1,1,0,0,0,171500,12.052344376474922
RL,OldTown,1.5Fin,MetalSd,BrkTil,No,Attchd,Unf,May,50,7000,6,6,0.0,617,6,0,1,0,3,1808.6,2.0,82,126,3.125,1,1,1,0,1,112000,11.626263078808801
RM,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,Jan,120,4438,6,5,205.0,662,3,1,2,149,4,1526.4,1.8,4,0,3.625,1,1,0,0,0,149000,11.91170829631447
RM,OldTown,1.5Fin,AsbShng,CBlock,No,Detchd,Unf,Apr,50,3500,5,7,0.0,312,5,0,1,0,3,1865.0,1.5,62,35,3.0,1,1,1,0,1,110000,11.608244735642321
RL,Gilbert,1Story,HdBoard,PConc,No,Attchd,RFn,May,20,11851,7,5,0.0,0,5,0,2,0,3,2591.1,2.0,19,542,3.375,1,1,0,0,0,180500,12.103491596905931
RL,Sawyer,1Story,HdBoard,CBlock,No,Attchd,RFn,Mar,20,13673,5,5,0.0,0,8,1,1,0,3,2612.0,1.5,45,30,3.125,1,1,0,0,0,143900,11.87688084212164
RL,NAmes,1Story,Wd Sdng,PConc,No,Attchd,RFn,Apr,20,12493,4,5,0.0,419,6,1,1,355,4,1980.0,1.8,48,0,3.0,1,1,0,0,0,141000,11.856522261533737
RL,SawyerW,2Story,Plywood,CBlock,Gd,Attchd,Fin,Apr,60,14364,7,5,128.0,1065,7,1,2,60,4,2987.6,3.3,19,209,3.5,1,1,1,0,1,277000,12.531776395271262
RL,NAmes,1Story,HdBoard,CBlock,No,Attchd,RFn,Jul,20,8250,6,7,260.0,787,6,0,2,0,1,1973.1,1.8,44,0,3.5,1,1,0,0,0,145000,11.884495917930655
RL,Edwards,1Story,Stucco,CBlock,No,,,Apr,30,5604,5,6,0.0,468,5,0,0,0,1,1561.9,1.8,83,96,2.25,1,0,0,0,1,98000,11.49273296168228
RL,Edwards,1Story,VinylSd,PConc,Mn,Attchd,RFn,Mar,20,10420,6,5,0.0,36,6,0,2,100,4,2189.9,2.0,1,22,3.5,1,1,0,0,0,186000,12.133507329024972
FV,Somerst,2Story,VinylSd,PConc,No,Attchd,RFn,Jul,60,8640,7,5,0.0,822,7,1,2,168,4,2579.2,3.3,0,108,3.5,1,1,1,0,0,252678,12.439875187430008
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,Unf,Jul,20,13568,5,5,0.0,716,5,0,2,224,4,1786.3,1.4,11,0,3.375,1,1,0,0,0,156000,11.957617696467539
RL,CollgCr,2Story,HdBoard,CBlock,No,Attchd,Fin,Mar,60,10900,6,7,153.0,378,6,0,1,0,4,1943.2,1.5,33,36,3.375,1,1,1,0,0,161750,11.993813394724253
RL,NAmes,1Story,HdBoard,CBlock,No,Attchd,Unf,May,20,10011,5,6,64.0,360,6,1,1,0,2,2099.2,1.4,49,0,3.125,1,1,0,0,1,134450,11.808955099378537
RL,CollgCr,1Story,VinylSd,PConc,Mn,Attchd,Unf,Apr,20,8450,7,5,266.0,946,8,0,2,139,4,2591.3,2.8,4,98,3.625,1,1,0,0,0,210000,12.25486757159303
RM,OldTown,2Story,MetalSd,CBlock,No,Detchd,Unf,Sep,70,9906,4,4,0.0,0,8,0,1,0,3,1882.5000000000002,1.0,81,232,2.875,1,1,1,0,1,107000,11.580593459194764
RL,Crawfor,1.5Fin,VinylSd,CBlock,No,Attchd,Unf,May,50,15660,7,9,312.0,341,8,2,2,0,2,2592.4,1.9,69,269,3.625,1,1,1,0,1,311500,12.649157827477366
RL,Blmngtn,1Story,VinylSd,PConc,Av,Attchd,Fin,Mar,120,3010,7,5,16.0,16,5,0,2,108,4,2250.7000000000003,2.0,1,0,3.625,1,1,0,0,1,167240,12.027191164883384
RL,CollgCr,1Story,VinylSd,PConc,Mn,Attchd,RFn,Apr,20,8990,7,5,0.0,0,5,0,2,351,3,2703.7000000000003,2.0,0,33,3.625,1,1,0,0,0,204900,12.230282214644559
RL,Gilbert,2Story,VinylSd,PConc,No,BuiltIn,RFn,Dec,60,8068,6,5,0.0,0,8,1,2,120,3,3075.0,2.5,7,46,3.625,1,1,1,0,0,200000,12.206077645517674
RL,NWAmes,2Story,VinylSd,CBlock,No,Attchd,RFn,Feb,60,11475,6,6,0.0,550,6,1,2,209,4,2130.9,3.3,31,208,3.125,1,1,1,0,0,179900,12.100161978566867
RL,NAmes,1Story,HdBoard,CBlock,No,Detchd,Unf,Mar,20,10500,4,6,0.0,524,4,0,2,216,4,1562.2,1.0,38,0,3.125,1,1,0,0,0,97000,11.48247656671073
RL,NridgHt,1Story,VinylSd,PConc,Gd,Attchd,Fin,Jun,20,13472,10,5,922.0,56,8,1,3,248,4,4315.900000000001,2.0,6,105,4.0,1,1,0,0,0,386250,12.864242696187505
RM,BrDale,2Story,HdBoard,CBlock,No,Detchd,Unf,May,160,1680,5,5,142.0,0,6,0,1,0,3,1808.1,2.5,38,0,3.0,1,1,1,0,0,112000,11.626263078808801
RL,NoRidge,2Story,VinylSd,PConc,No,Attchd,RFn,Jun,60,9950,7,5,290.0,565,9,1,3,224,4,3490.6,2.5,12,114,3.625,1,1,1,0,0,290000,12.577639650232573
RM,BrDale,2Story,HdBoard,CBlock,No,Detchd,Unf,Sep,160,1869,6,6,127.0,321,5,0,1,0,1,1375.5,1.5,38,0,3.0,1,1,1,0,0,106000,11.571203807011969
RL,Sawyer,1Story,HdBoard,CBlock,No,Detchd,Unf,May,20,8521,5,5,0.0,842,5,1,1,0,4,1648.6,1.0,43,0,3.0,1,1,0,0,0,125000,11.736077016252437
RL,Blmngtn,1Story,VinylSd,PConc,Av,Attchd,Fin,May,120,3182,7,5,16.0,16,7,1,2,143,4,2657.7000000000003,2.0,4,20,3.625,1,1,0,0,1,192500,12.167856627501678
RL,NAmes,1Story,MetalSd,CBlock,No,Attchd,RFn,Apr,20,8760,6,6,220.0,0,6,0,1,0,3,2156.5,1.8,51,120,3.0,1,1,0,0,0,148000,11.904974309480183
RL,NoRidge,2Story,VinylSd,PConc,No,Attchd,Fin,Jul,60,15138,8,5,506.0,689,9,1,3,0,4,3981.0000000000005,3.3,14,348,3.75,1,1,1,0,1,403000,12.90669432231532
RM,BrDale,2Story,HdBoard,CBlock,No,Attchd,Unf,Jun,160,1680,6,5,297.0,0,5,1,1,0,3,1375.5,1.5,34,0,3.0,1,1,1,0,0,94500,11.456365695436427
RL,CollgCr,1Story,HdBoard,CBlock,Av,Attchd,Unf,Feb,20,10650,5,6,0.0,182,5,0,1,365,3,1616.7,1.8,34,0,3.125,1,1,0,0,0,128200,11.761354623750297
RL,Gilbert,2Story,VinylSd,PConc,No,BuiltIn,Fin,May,60,7851,6,5,,625,8,2,2,288,4,2648.0,3.3,8,48,3.625,1,1,1,0,0,216500,12.285350445351659
RM,BrDale,2Story,HdBoard,CBlock,No,Detchd,Unf,Aug,160,1680,6,3,604.0,358,5,0,1,0,4,1375.5,1.5,37,0,3.0,1,1,1,0,0,89500,11.402005077384885
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,May,20,8773,7,5,98.0,24,6,0,2,132,4,2551.7,2.0,6,105,3.625,1,1,0,0,0,185500,12.130815551850676
RL,SawyerW,2Story,HdBoard,PConc,No,Attchd,RFn,Feb,60,9453,7,7,0.0,402,7,0,2,370,2,2540.8,2.5,17,308,3.625,1,1,1,0,1,194500,12.178192583415596
RL,NridgHt,1Story,VinylSd,PConc,No,Attchd,Fin,Dec,20,12030,8,5,254.0,0,7,0,3,168,3,3058.5,2.0,0,228,3.875,1,1,0,0,0,318000,12.669809806411457
RL,Edwards,1.5Fin,VinylSd,CBlock,No,Detchd,Unf,Apr,50,8741,6,4,0.0,94,7,1,1,0,3,2080.2,1.5,65,140,2.875,1,1,1,0,1,113000,11.635151947212842
FV,Somerst,1Story,VinylSd,PConc,Av,Attchd,RFn,Apr,20,9000,8,5,36.0,1078,7,0,2,144,4,2826.3,2.8,2,168,3.625,1,1,0,0,0,262500,12.47801017053037
RM,OldTown,1Story,VinylSd,CBlock,No,,,Aug,30,3880,5,9,0.0,329,4,0,0,58,4,1418.8000000000002,1.0,62,42,2.625,1,0,0,0,1,110500,11.612779849672751
RM,OldTown,1.5Fin,Wd Sdng,BrkTil,No,Attchd,Unf,Apr,50,5000,5,4,0.0,0,6,0,1,0,3,1878.3,1.0,106,77,3.0,1,1,1,0,1,79000,11.277215789596893
RL,SawyerW,2Story,Plywood,CBlock,No,Attchd,RFn,Apr,160,10762,6,6,0.0,0,6,1,1,0,3,1725.3,1.5,29,28,3.125,1,1,1,0,0,120000,11.695255355062795
RL,SawyerW,2Story,VinylSd,PConc,No,Attchd,RFn,May,60,8880,7,5,0.0,695,8,2,2,0,4,2868.4,3.3,16,130,3.625,1,1,1,0,1,205000,12.230770136157428
RL,NWAmes,1Story,Wd Sdng,CBlock,Av,Attchd,Fin,Jun,20,10400,7,5,102.0,929,6,1,2,197,4,3356.0,2.4,18,39,3.25,1,1,0,0,0,241500,12.394628892852941
RM,OldTown,2Story,AsbShng,Stone,No,Detchd,Unf,Apr,190,9142,6,8,0.0,0,9,0,1,0,3,2750.9,2.0,96,172,2.25,1,1,1,0,1,137000,11.827743504053695
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,Unf,Jun,20,11310,6,5,0.0,0,5,1,2,0,3,2476.1000000000004,1.0,52,30,3.25,1,1,0,0,0,140000,11.849404844423074
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Sep,60,11317,7,5,101.0,0,8,0,2,144,3,2347.2,2.5,4,68,3.625,1,1,1,0,0,180000,12.100717685412471
RL,ClearCr,1.5Fin,Wd Sdng,CBlock,Gd,Attchd,Fin,Jun,50,159000,6,7,472.0,697,7,2,2,0,1,3299.2,2.4,49,98,3.5,1,1,1,0,1,277000,12.531776395271262
RL,BrkSide,1Story,Wd Sdng,CBlock,No,,,May,30,5350,3,2,0.0,0,6,0,0,263,3,1893.9,1.0,70,0,2.125,1,0,0,0,1,76500,11.245059091624615
RM,Crawfor,1Story,VinylSd,PConc,Gd,Attchd,Fin,Dec,120,4750,8,5,481.0,1573,5,1,2,123,4,2887.8,3.2,1,153,3.625,1,1,0,0,1,235000,12.367345048436391
RL,SawyerW,2Story,VinylSd,PConc,No,Attchd,RFn,Dec,60,8366,6,5,0.0,0,6,0,2,138,3,2284.9,2.5,4,45,3.625,1,1,1,0,0,173000,12.06105265381003
RL,NAmes,SLvl,HdBoard,CBlock,Gd,Attchd,RFn,Oct,80,9350,6,7,108.0,270,7,0,1,333,3,2352.1000000000004,2.4,43,0,3.5,1,1,0,0,1,158000,11.970356641102999
RL,NAmes,1Story,MetalSd,CBlock,No,Attchd,RFn,Jun,20,8400,5,6,0.0,922,5,0,1,250,1,2372.2,1.8,53,0,3.125,1,1,0,0,0,145000,11.884495917930655
RL,Gilbert,2Story,VinylSd,PConc,No,BuiltIn,Fin,Feb,60,8738,7,5,302.0,0,8,1,2,192,3,3077.6,2.5,7,0,3.625,1,1,1,0,0,230000,12.345838935721968
FV,Somerst,2Story,VinylSd,PConc,No,Attchd,RFn,May,60,8791,6,5,0.0,503,7,0,2,216,1,2425.6,2.5,5,56,3.625,1,1,1,0,0,207500,12.242891437918386
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,RFn,Mar,20,8814,7,5,180.0,1334,8,1,2,123,4,2894.0,3.3,3,110,3.625,1,1,0,0,0,220000,12.301387370778713
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,May,60,12435,7,5,172.0,361,7,1,2,0,4,2570.4,2.5,7,341,3.625,1,1,1,0,0,231500,12.352339472153524
RM,OldTown,1Story,BrkFace,PConc,,Detchd,Unf,Dec,20,12702,5,5,0.0,0,4,0,1,0,0,889.0,1.0,52,45,2.375,0,1,0,0,0,97000,11.48247656671073
RL,NAmes,SLvl,Wd Sdng,CBlock,Gd,Attchd,Unf,May,80,19296,6,5,399.0,672,6,1,2,0,1,2483.6000000000004,1.8,47,252,3.0,1,1,0,0,0,176000,12.07824495582233
RL,CollgCr,2Story,CemntBd,PConc,No,BuiltIn,Fin,Nov,60,9588,8,5,270.0,0,10,1,3,0,3,3766.5000000000005,2.5,0,148,3.875,1,1,1,0,0,276000,12.52815976788113
RL,Sawyer,SLvl,HdBoard,CBlock,Av,Attchd,Unf,Jul,80,8471,6,7,46.0,506,6,1,2,292,4,1625.6,1.8,29,12,3.25,1,1,0,0,1,151000,11.92504173829169
RM,OldTown,1.5Fin,Wd Sdng,BrkTil,No,Detchd,Unf,Apr,50,5500,5,7,0.0,234,6,0,2,0,3,2061.8,1.8,81,0,3.0,1,1,0,0,1,130000,11.775297421715827
RM,OldTown,1Story,Wd Sdng,BrkTil,No,Detchd,Unf,Jun,30,5232,5,5,0.0,0,4,0,2,0,3,1311.0,1.0,83,0,3.0,1,1,0,0,1,73000,11.19822841866684
