MSZoning,Neighborhood,HouseStyle,Exterior1st,Foundation,BsmtExposure,GarageType,GarageFinish,MoSold_cat,MSSubClass,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,BsmtFinType1_ord,TotalSF,TotalBathrooms,Age,PorchSF,ComponentsQual,HasBsmt,HasGarage,Has2ndFloor,HasPool,Remodeled
RM,BrDale,2Story,HdBoard,CBlock,No,Detchd,Unf,Jun,160,1953,6,5,408.0,309,5,0,1,72,2,1375.5,1.5,33,0,2.875,1,1,1,0,0
RL,Edwards,1Story,MetalSd,CBlock,Mn,Detchd,Unf,May,20,8877,4,6,0.0,690,3,1,1,0,4,1475.5000000000002,1.8,71,0,3.0,1,1,0,0,1
RH,SawyerW,1Story,Wd Sdng,CBlock,No,CarPort,Unf,Sep,20,8400,4,4,0.0,0,4,0,1,250,3,1423.8000000000002,1.0,59,24,2.75,1,1,0,0,0
RL,NAmes,1Story,BrkFace,CBlock,Mn,BuiltIn,Fin,Jul,20,8910,6,6,0.0,655,6,1,2,0,4,1725.9,1.4,47,192,3.25,1,1,0,0,0
RL,Edwards,1Story,VinylSd,PConc,No,Attchd,Fin,Jun,20,7024,5,5,0.0,980,5,0,2,0,4,1968.0,2.3,2,49,3.5,1,1,0,0,1
RM,OldTown,2Story,VinylSd,CBlock,No,Detchd,Unf,Oct,70,3600,6,7,0.0,0,7,0,1,0,3,1921.2,1.0,96,158,3.125,1,1,1,0,1
RM,IDOTRR,2.5Unf,MetalSd,BrkTil,No,Detchd,Unf,Mar,75,7200,5,7,0.0,0,6,0,1,0,3,1541.0,1.0,87,144,2.75,1,1,1,0,1
RL,Somerst,2Story,VinylSd,PConc,Mn,BuiltIn,Fin,Jan,60,14598,6,5,74.0,0,9,1,3,100,3,2656.8,2.5,1,18,3.625,1,1,1,0,0
RL,NoRidge,2Story,VinylSd,PConc,No,Attchd,Fin,Apr,60,11764,8,7,348.0,524,9,1,3,132,4,3200.8,2.5,11,57,3.625,1,1,1,0,1
RL,NoRidge,1.5Fin,HdBoard,PConc,No,Attchd,Fin,Apr,50,10678,8,5,337.0,700,9,1,2,0,4,4226.9,2.5,15,33,3.625,1,1,1,0,1
RL,NAmes,1Story,HdBoard,CBlock,No,Attchd,Unf,Sep,40,12144,5,7,0.0,375,6,1,1,0,1,1939.6,1.0,60,28,3.25,1,1,0,0,1
RL,NAmes,1Story,BrkFace,Slab,,Detchd,Unf,Jun,90,8544,3,4,0.0,0,6,0,2,0,0,1046.0,2.0,59,0,2.125,0,1,0,0,0
RL,OldTown,1.5Fin,CBlock,PConc,No,Detchd,Fin,Oct,50,5400,4,6,0.0,315,6,0,1,0,4,2055.0,1.0,89,198,3.125,1,1,1,0,1
RL,NridgHt,1Story,CemntBd,PConc,Gd,Attchd,Fin,May,20,14450,9,5,315.0,0,8,1,3,124,3,3828.5,2.5,1,240,4.0,1,1,0,0,1
RL,Edwards,1Story,HdBoard,CBlock,No,Attchd,Fin,Jun,20,9937,5,6,0.0,830,6,0,1,736,2,2268.3,2.3,43,68,3.25,1,1,0,0,0
RL,Timber,1Story,HdBoard,CBlock,No,Attchd,Unf,Jul,20,13811,6,6,72.0,980,5,1,2,125,4,2032.0,2.8,19,0,3.5,1,1,0,0,0
RL,NAmes,1Story,HdBoard,PConc,No,Attchd,Fin,Mar,20,7800,5,6,200.0,540,7,1,1,0,3,2290.2000000000003,1.0,56,98,3.125,1,1,0,0,0
RM,OldTown,1Story,MetalSd,PConc,No,Detchd,Unf,Jul,30,6000,4,4,0.0,250,5,0,1,0,4,1733.0,1.0,87,168,3.0,1,1,0,0,1
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,Unf,Jun,20,10859,5,5,0.0,0,6,0,2,392,3,1985.8,1.5,15,64,3.375,1,1,0,0,1
RL,NAmes,1Story,Stucco,CBlock,,Detchd,Unf,Jul,90,8544,3,4,0.0,0,6,0,2,0,0,1046.0,2.0,56,0,2.375,0,1,0,0,0
RL,NAmes,1Story,MetalSd,CBlock,Mn,Attchd,RFn,Dec,20,8700,5,6,148.0,776,6,0,2,192,4,2032.0,2.8,45,143,3.25,1,1,0,0,0
RL,Edwards,SFoyer,Plywood,CBlock,Av,Detchd,RFn,Apr,85,10012,4,5,0.0,920,6,0,2,0,2,2100.4,2.8,36,180,3.125,1,1,0,0,0
RL,SWISU,1.5Fin,Wd Sdng,PConc,No,Detchd,Unf,Mar,50,9638,6,7,0.0,0,10,1,1,272,3,3095.2,2.0,91,158,3.375,1,1,1,0,1
RL,CollgCr,1Story,VinylSd,PConc,Gd,Attchd,RFn,Jan,20,10226,8,5,270.0,0,8,1,3,172,3,2933.7000000000003,2.8,1,42,3.875,1,1,0,0,0
RL,Edwards,1Story,MetalSd,CBlock,No,Detchd,Unf,May,20,9450,4,5,0.0,552,5,0,2,0,3,1616.0,1.0,53,0,3.25,1,1,0,0,0
RM,OldTown,1Story,MetalSd,CBlock,No,Detchd,RFn,Jun,20,8235,5,7,0.0,180,4,0,2,140,3,1489.9,1.8,53,50,3.125,1,1,0,0,1
RL,NPkVill,2Story,Plywood,CBlock,No,Attchd,Unf,Jul,160,2280,6,5,0.0,311,7,1,2,26,4,2142.4,2.5,32,0,3.0,1,1,1,0,0
RL,NridgHt,1Story,VinylSd,PConc,Av,Attchd,RFn,Jun,120,7577,6,5,256.0,20,6,1,2,192,4,2457.7000000000003,2.0,2,28,3.625,1,1,0,0,1
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Apr,60,9313,7,5,0.0,0,7,0,2,187,3,2425.7,2.5,5,56,3.625,1,1,1,0,0
RL,NAmes,2Story,HdBoard,CBlock,No,Attchd,Fin,Jun,60,7472,7,9,138.0,626,7,0,2,0,4,2059.0,2.3,35,32,3.25,1,1,1,0,1
RL,SawyerW,2Story,HdBoard,PConc,No,Attchd,RFn,Jul,60,8462,6,5,105.0,814,7,0,2,300,4,2470.4,2.9,13,87,3.875,1,1,1,0,0
RM,OldTown,2Story,AsbShng,BrkTil,No,Detchd,Unf,May,70,4571,5,5,0.0,0,7,0,3,0,3,1846.6,1.0,92,96,2.625,1,1,1,0,1
RL,SawyerW,2Story,MetalSd,PConc,No,Attchd,Fin,Jun,60,9938,7,5,246.0,750,8,1,2,156,4,2797.0,3.3,17,90,3.625,1,1,1,0,1
RL,BrkSide,1Story,WdShing,CBlock,No,,,Apr,30,7446,4,5,0.0,266,4,2,0,0,1,1418.4,1.0,65,0,2.25,1,0,0,0,1
RM,OldTown,2Story,AsbShng,BrkTil,No,2Types,Unf,May,70,9600,4,2,0.0,0,8,0,3,0,3,2656.0,2.8,106,90,2.5,1,1,1,0,1
RM,BrkSide,1Story,Wd Sdng,PConc,Mn,Detchd,Unf,Oct,30,6911,5,5,0.0,405,5,0,2,0,3,2223.0,1.0,85,0,2.875,1,1,0,0,1
RL,NAmes,1Story,HdBoard,PConc,No,Detchd,Unf,May,20,9000,4,6,0.0,616,5,0,2,0,4,1561.2,1.0,36,0,3.0,1,1,0,0,0
RM,IDOTRR,1.5Fin,MetalSd,CBlock,No,Detchd,Unf,Jan,30,6240,4,5,0.0,152,5,0,2,0,2,1837.2,1.0,84,135,3.0,1,1,0,0,1
RL,NAmes,1Story,VinylSd,CBlock,No,Attchd,Unf,Jul,20,8450,5,6,0.0,775,6,1,1,0,2,1907.3,1.8,42,269,3.25,1,1,0,0,0
RL,Edwards,1Story,Wd Sdng,BrkTil,Gd,,,Mar,30,10020,1,1,0.0,350,4,0,0,0,2,1450.4,1.3,87,0,1.625,1,0,0,0,1
FV,Somerst,1Story,MetalSd,PConc,Av,Attchd,Fin,Jun,20,4403,7,5,432.0,578,7,1,2,0,4,2654.0,3.3,1,144,3.875,1,1,0,0,0
RM,OldTown,2Story,VinylSd,CBlock,No,Detchd,Unf,May,50,5790,3,6,0.0,0,8,0,1,0,3,2283.0,2.0,95,202,3.25,1,1,1,0,1
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Jun,60,9179,7,5,158.0,633,7,0,2,0,4,2495.2000000000003,3.3,9,88,3.625,1,1,1,0,0
RL,NAmes,1Story,BrkFace,CBlock,No,Attchd,Unf,Nov,20,8280,6,5,0.0,0,4,1,1,0,3,1683.3,1.0,57,214,3.375,1,1,0,0,0
RM,BrDale,2Story,HdBoard,CBlock,No,Detchd,Unf,May,160,1890,6,5,285.0,356,7,0,1,144,2,1757.6999999999998,1.5,34,28,3.0,1,1,1,0,0
RM,BrkSide,1.5Unf,MetalSd,BrkTil,No,,,May,45,6130,5,6,0.0,784,5,0,0,0,4,1416.2,1.8,84,116,2.5,1,0,0,0,1
RL,NPkVill,2Story,Plywood,CBlock,No,Attchd,Unf,Jul,160,2280,6,6,0.0,566,7,1,2,87,4,2142.4,2.5,33,0,3.125,1,1,1,0,0
RL,NAmes,1Story,Plywood,CBlock,No,Detchd,Unf,Nov,20,10434,4,5,0.0,0,5,1,2,0,3,1815.0,1.0,54,0,2.625,1,1,0,0,0
RL,NAmes,1.5Unf,MetalSd,CBlock,No,Detchd,Unf,Jun,45,7227,6,6,0.0,0,4,0,2,0,3,1503.5,1.0,54,0,3.25,1,1,0,0,0
RL,Crawfor,2Story,Wd Sdng,CBlock,No,Detchd,Unf,Jul,70,7259,6,8,0.0,774,9,1,1,224,4,3148.5,3.3,62,0,3.375,1,1,1,0,1
RL,Crawfor,2Story,Wd Sdng,BrkTil,No,Detchd,Unf,Nov,70,22420,6,6,0.0,1128,10,1,3,0,2,3728.6,3.3,89,0,3.125,1,1,1,0,1
RL,SawyerW,2Story,HdBoard,PConc,Mn,Attchd,Fin,Feb,60,10041,8,5,0.0,789,8,1,2,120,4,2649.4,3.3,14,150,3.625,1,1,1,0,0
RL,NAmes,1.5Fin,AsbShng,CBlock,No,,,Dec,50,10800,4,4,0.0,0,6,0,0,0,3,1774.0,1.5,57,0,2.25,1,0,1,0,1
RL,Gilbert,1Story,VinylSd,PConc,No,Attchd,Fin,Oct,20,10237,6,5,0.0,28,6,1,2,100,4,2375.3,2.0,1,23,3.625,1,1,0,0,1
RL,NAmes,2Story,HdBoard,CBlock,No,Attchd,Unf,Oct,60,13600,7,6,176.0,454,7,3,2,0,2,2608.9,2.5,44,231,3.0,1,1,1,0,1
RL,Timber,1Story,Wd Sdng,CBlock,Av,Detchd,Unf,Jun,20,57200,5,5,0.0,353,7,2,2,0,2,2284.6,1.8,62,50,3.0,1,1,0,0,1
RL,CollgCr,1Story,VinylSd,PConc,No,,,Aug,20,8070,4,5,0.0,588,5,0,0,0,4,1788.0,1.8,13,0,2.625,1,0,0,0,1
RL,Veenker,SLvl,Plywood,CBlock,No,Attchd,RFn,Aug,80,9600,6,7,360.0,0,7,1,2,113,3,2285.4,2.5,31,100,3.5,1,1,1,0,1
RL,OldTown,1Story,MetalSd,CBlock,No,Detchd,Unf,Aug,20,5400,5,7,0.0,415,4,0,1,0,1,1508.4,1.0,52,0,3.5,1,1,0,0,1
RL,Timber,2Story,VinylSd,PConc,Gd,BuiltIn,Fin,Feb,60,12665,8,5,245.0,0,9,1,3,144,3,3366.0,2.5,2,39,3.75,1,1,1,0,1
RL,NAmes,1Story,Plywood,CBlock,No,Detchd,RFn,Jul,20,7930,6,8,0.0,439,5,0,2,171,4,1852.9,1.8,40,48,3.25,1,1,0,0,1
RL,Sawyer,1Story,HdBoard,PConc,No,Attchd,Fin,Jun,20,7800,5,7,89.0,450,5,0,1,64,4,1596.7,1.0,42,0,3.375,1,1,0,0,1
RL,NridgHt,2Story,WdShing,PConc,No,BuiltIn,Fin,Jul,60,11924,9,5,286.0,998,11,2,3,147,4,3272.5,3.8,1,21,4.0,1,1,1,0,1
RL,CollgCr,1Story,MetalSd,CBlock,Av,Detchd,RFn,Sep,20,7200,5,5,0.0,777,6,0,2,215,1,1615.2,1.0,37,0,3.0,1,1,0,0,0
RL,SawyerW,1Story,Plywood,PConc,No,Attchd,RFn,Jul,120,8012,6,5,0.0,430,5,0,2,0,4,2840.0,2.8,15,52,3.5,1,1,0,0,0
RL,NoRidge,2Story,HdBoard,PConc,Gd,Attchd,Fin,Jan,60,21535,10,6,1170.0,1455,10,2,3,382,4,6281.599999999999,3.9,13,50,4.0,1,1,1,0,1
RL,Gilbert,2Story,VinylSd,PConc,Av,BuiltIn,Fin,Nov,60,14054,7,5,0.0,0,9,1,3,100,3,2572.0,2.5,0,17,3.625,1,1,1,0,0
RM,MeadowV,2Story,CemntBd,PConc,No,Attchd,RFn,Jul,160,2665,5,6,0.0,548,6,1,1,104,4,2084.7,2.0,29,26,3.25,1,1,1,0,0
RM,CollgCr,1Story,VinylSd,PConc,Gd,Attchd,RFn,May,120,4426,6,5,147.0,697,3,1,2,149,4,1526.4,1.8,4,0,3.625,1,1,0,0,0
RL,Crawfor,2.5Unf,MetalSd,CBlock,No,Detchd,Unf,Aug,75,7128,7,5,0.0,364,7,2,1,0,1,2385.7000000000003,2.0,66,126,3.25,1,1,1,0,1
RL,Gilbert,2Story,VinylSd,PConc,Mn,Attchd,RFn,Mar,60,19378,7,5,456.0,57,9,1,2,239,4,3589.0000000000005,3.3,1,300,3.625,1,1,1,0,1
RM,IDOTRR,1Story,Wd Sdng,BrkTil,No,Detchd,Unf,Apr,30,8765,4,6,0.0,285,6,0,1,0,4,1716.8000000000002,1.0,70,28,3.25,1,1,0,0,1
RL,NridgHt,1Story,VinylSd,PConc,No,Attchd,RFn,Jul,120,5001,7,5,166.0,904,6,1,2,172,4,2368.6,2.8,2,62,3.625,1,1,0,0,1
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,RFn,Mar,20,8814,7,5,180.0,1334,8,1,2,123,4,2894.0,3.3,3,110,3.625,1,1,0,0,0
RL,Timber,1.5Fin,Plywood,CBlock,Gd,Attchd,Fin,Aug,190,164660,5,6,0.0,1249,7,2,2,670,4,2985.2,3.6,43,0,3.25,1,1,1,0,0
RL,OldTown,1.5Fin,Wd Sdng,PConc,No,Detchd,Unf,Jan,50,10410,3,4,0.0,0,6,0,3,216,3,1757.6,1.0,91,160,3.0,1,1,1,0,1
RL,Sawyer,1Story,Wd Sdng,CBlock,No,Attchd,RFn,Jan,20,13125,5,4,67.0,168,8,1,2,0,1,2719.0,2.8,49,0,3.25,1,1,0,0,1
RL,NridgHt,1Story,CemntBd,CBlock,No,Attchd,Fin,Sep,20,12220,10,5,305.0,1436,9,1,3,156,4,3634.2,3.3,0,54,4.0,1,1,0,0,0
RL,CollgCr,1Story,VinylSd,PConc,Gd,Attchd,Fin,Jun,20,11883,7,5,196.0,690,6,1,2,115,4,2714.5,2.8,13,66,3.625,1,1,0,0,0
RL,StoneBr,2Story,CemntBd,PConc,Gd,BuiltIn,Fin,Jun,60,53504,8,5,603.0,1416,12,1,3,503,4,4603.7,4.3,7,246,3.875,1,1,1,0,0
RL,Timber,1Story,HdBoard,CBlock,No,Attchd,Fin,Jul,20,8049,7,5,54.0,1053,6,1,2,0,4,2391.2,2.8,16,148,3.375,1,1,0,0,0
FV,Somerst,2Story,VinylSd,PConc,Mn,Attchd,Unf,Jun,60,8640,7,5,0.0,24,7,0,2,169,4,2159.0,2.5,1,45,3.5,1,1,1,0,0
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,May,20,8556,7,5,0.0,0,5,0,3,140,3,2239.4,2.0,1,93,3.625,1,1,0,0,0
RL,NAmes,1Story,VinylSd,CBlock,No,Attchd,Unf,May,20,11988,6,6,0.0,777,6,2,1,0,1,2248.2,1.5,50,40,3.25,1,1,0,0,0
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,RFn,Sep,20,9742,8,5,281.0,0,7,1,2,171,3,3224.1000000000004,2.0,6,159,3.625,1,1,0,0,0
RL,Gilbert,1Story,HdBoard,PConc,No,Attchd,RFn,Jul,20,9248,6,6,106.0,560,6,0,2,120,4,2093.4,2.8,17,26,3.375,1,1,0,0,0
RL,CollgCr,2Story,VinylSd,PConc,No,BuiltIn,Fin,Sep,60,12393,7,5,0.0,0,8,1,2,100,3,2629.7,2.5,2,48,3.625,1,1,1,0,1
RL,Timber,2Story,VinylSd,PConc,No,Attchd,Fin,Apr,60,14191,8,5,0.0,0,9,0,2,135,3,2690.1,2.5,8,0,3.625,1,1,1,0,0
RM,OldTown,1.5Fin,MetalSd,BrkTil,No,,,Sep,50,5586,6,7,0.0,0,7,0,0,0,3,1924.8,1.0,88,98,2.375,1,0,1,0,1
RL,NridgHt,1Story,VinylSd,PConc,Gd,Attchd,RFn,Jul,20,14977,8,5,304.0,1350,7,1,3,250,4,3567.8,2.8,1,63,3.75,1,1,0,0,1
RM,OldTown,2Story,MetalSd,CBlock,No,Detchd,Unf,Sep,70,9906,4,4,0.0,0,8,0,1,0,3,1882.5,1.0,81,232,2.875,1,1,1,0,1
RM,BrkSide,1Story,MetalSd,BrkTil,No,Detchd,Unf,Jul,30,6120,5,7,0.0,489,6,0,1,0,1,1634.5,1.0,81,232,3.0,1,1,0,0,1
RL,NAmes,1Story,MetalSd,CBlock,No,Attchd,RFn,Nov,20,9120,6,6,0.0,662,6,1,2,0,4,2277.4,1.8,50,288,3.25,1,1,0,0,0
RL,Crawfor,2Story,Wd Sdng,PConc,No,Detchd,Unf,Aug,70,10592,6,7,0.0,0,7,2,1,96,3,1989.1,1.5,84,165,3.125,1,1,1,0,1
RL,NWAmes,2Story,HdBoard,CBlock,No,Attchd,RFn,May,60,11700,6,6,420.0,404,7,1,2,0,4,1991.4,2.5,38,288,3.125,1,1,1,0,0
C (all),OldTown,2.5Unf,MetalSd,BrkTil,Mn,Detchd,Unf,Nov,190,7200,6,6,0.0,1046,9,1,2,0,1,3268.2,2.4,97,99,3.125,1,1,1,0,1
RL,SWISU,1.5Fin,Wd Sdng,BrkTil,No,,,Jun,50,6000,5,5,0.0,0,7,0,0,0,3,2334.4,2.0,80,138,2.375,1,0,0,0,1
RL,Edwards,1Story,Wd Sdng,PConc,Mn,Detchd,Unf,Sep,20,6420,5,7,0.0,210,6,0,1,0,3,1937.7,1.4,54,0,3.25,1,1,0,0,0
RL,NWAmes,1Story,HdBoard,CBlock,No,Attchd,RFn,Feb,20,11717,6,6,571.0,0,6,1,2,371,3,2595.6000000000004,2.0,39,0,3.0,1,1,0,0,0
RL,ClearCr,1Story,BrkFace,CBlock,Gd,Attchd,RFn,Mar,20,13500,6,7,0.0,429,4,1,2,409,2,2533.6000000000004,1.8,48,0,3.25,1,1,0,0,1
RL,Edwards,1Story,Wd Sdng,PConc,No,Attchd,Unf,Feb,20,10215,4,5,132.0,492,5,0,1,0,4,1646.7,1.0,53,0,3.25,1,1,0,0,0
RL,NAmes,1Story,MetalSd,CBlock,Mn,Attchd,Unf,Apr,20,9717,5,6,0.0,49,5,0,1,366,4,1947.2,1.8,60,112,3.25,1,1,0,0,1
RL,Blmngtn,1Story,VinylSd,PConc,No,Attchd,Fin,Sep,120,3182,7,5,11.0,16,5,1,2,100,4,2065.3,2.0,4,16,3.625,1,1,0,0,1
RL,NridgHt,1Story,VinylSd,PConc,No,Attchd,RFn,Aug,20,12704,8,5,306.0,0,8,1,3,0,3,3685.400000000001,2.5,1,90,4.0,1,1,0,0,1
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,May,20,8400,7,5,109.0,712,7,0,2,0,4,2669.4,2.8,6,179,3.625,1,1,0,0,1
RL,Gilbert,2Story,VinylSd,PConc,Av,Attchd,Fin,Feb,60,15384,7,5,0.0,724,8,1,2,100,4,2126.4,3.3,4,75,3.625,1,1,1,0,1
RL,NWAmes,1Story,Plywood,CBlock,Av,Attchd,Unf,Feb,20,12243,5,6,0.0,998,7,1,2,224,4,2678.2,2.0,36,180,3.25,1,1,0,0,0
RL,Sawyer,1Story,Wd Sdng,CBlock,No,Detchd,Unf,May,20,11341,5,6,180.0,1302,5,1,2,0,4,2505.6000000000004,2.3,53,95,3.125,1,1,0,0,1
RL,CollgCr,2Story,WdShing,PConc,Av,Attchd,Fin,Oct,60,8199,7,5,0.0,648,7,1,2,36,4,2044.7,3.3,3,18,3.625,1,1,1,0,0
RL,NAmes,1Story,VinylSd,CBlock,No,Detchd,Unf,Jul,20,9100,5,5,0.0,521,5,0,2,0,2,1562.2,1.8,48,0,3.0,1,1,0,0,0
RL,OldTown,SFoyer,Plywood,CBlock,No,Detchd,Unf,Jun,90,6979,6,5,0.0,1056,4,0,2,264,4,1907.2000000000005,1.6,30,56,3.125,1,1,0,0,0
RL,NoRidge,2Story,VinylSd,PConc,No,Attchd,RFn,Dec,60,10120,8,5,391.0,740,8,1,3,309,4,3467.2,3.3,12,78,3.625,1,1,1,0,0
RL,Mitchel,SLvl,HdBoard,PConc,Av,Attchd,RFn,May,80,11333,6,5,0.0,539,5,2,2,120,4,1885.2,1.8,31,0,3.125,1,1,0,0,0
RL,Sawyer,1Story,Wd Sdng,CBlock,No,Attchd,Unf,Sep,20,11616,5,5,116.0,170,6,1,1,0,3,1965.6,1.4,47,164,3.0,1,1,0,0,0
RL,Sawyer,1Story,HdBoard,CBlock,Mn,Detchd,Unf,May,20,6768,6,8,0.0,832,5,0,1,168,4,1648.1,2.2,47,0,3.375,1,1,0,0,1
FV,Somerst,2Story,MetalSd,PConc,No,Detchd,RFn,Jun,160,3180,7,5,0.0,0,4,0,2,0,3,1683.0,2.5,1,166,3.5,1,1,1,0,0
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,Fin,Jul,60,8461,6,5,0.0,0,8,1,2,0,3,2044.9,2.5,1,24,3.625,1,1,1,0,1
RL,Crawfor,2Story,Stucco,BrkTil,No,Attchd,RFn,Feb,70,7200,7,6,0.0,0,6,1,1,0,3,2128.8,1.5,77,112,3.0,1,1,1,0,1
RM,BrkSide,1Story,AsbShng,BrkTil,No,,,Jan,30,6120,2,3,0.0,0,4,1,0,0,3,1016.3,1.0,73,0,1.625,1,0,0,0,1
RL,NAmes,1Story,Wd Sdng,CBlock,No,Detchd,Fin,Mar,20,9830,5,7,0.0,72,7,1,2,364,4,2137.4,1.8,51,199,3.5,1,1,0,0,1
RM,IDOTRR,1Story,VinylSd,CBlock,No,Detchd,Fin,Feb,30,6900,5,6,0.0,403,4,1,1,0,4,1377.1,1.0,68,25,3.75,1,1,0,0,1
RL,NAmes,1Story,HdBoard,CBlock,No,Attchd,RFn,Aug,20,10007,5,7,54.0,806,5,0,1,0,4,1902.6,2.3,49,0,3.5,1,1,0,0,1
RL,SawyerW,1Story,VinylSd,PConc,No,Attchd,RFn,Aug,20,10083,7,5,,833,5,0,2,0,4,2147.5,2.8,6,41,3.625,1,1,0,0,0
RL,SWISU,1.5Fin,VinylSd,BrkTil,No,Detchd,Unf,Jul,50,9900,6,7,0.0,0,7,1,1,335,3,2117.4,2.0,69,0,3.0,1,1,1,0,1
RL,Sawyer,1Story,VinylSd,CBlock,No,Attchd,RFn,May,20,6970,4,5,0.0,932,5,0,2,168,4,1960.5,2.3,46,0,2.875,1,1,0,0,0
RL,Mitchel,1.5Fin,VinylSd,PConc,No,Attchd,RFn,Aug,50,12822,7,5,0.0,1351,6,1,2,168,4,3301.0,2.3,6,241,3.75,1,1,1,0,0
RL,NoRidge,1Story,HdBoard,PConc,Gd,Attchd,Fin,Aug,20,14303,8,5,554.0,1314,7,1,2,262,4,3584.9,2.8,14,36,3.625,1,1,0,0,0
RL,NAmes,2Story,Wd Sdng,CBlock,Gd,Attchd,RFn,Jul,60,9760,6,8,340.0,536,7,1,2,239,2,2516.6,2.5,43,42,3.25,1,1,1,0,1
RL,NridgHt,2Story,VinylSd,PConc,No,Attchd,Fin,Jun,60,8834,9,5,216.0,1170,10,1,3,184,4,3401.0000000000005,3.3,5,0,3.875,1,1,1,0,1
RL,NridgHt,1Story,VinylSd,PConc,Av,Attchd,Fin,Jul,20,14226,8,5,375.0,0,9,1,3,315,3,3532.0,2.0,1,45,3.5,1,1,0,0,0
RL,NoRidge,2Story,VinylSd,PConc,Av,Attchd,RFn,Dec,60,14260,8,5,350.0,655,9,1,3,192,4,3122.4,3.3,8,84,3.625,1,1,1,0,0
RL,Blmngtn,1Story,VinylSd,PConc,No,Attchd,Fin,May,120,3182,7,5,16.0,16,7,1,2,156,4,2585.1000000000004,2.0,4,0,3.625,1,1,0,0,1
RL,CollgCr,1Story,VinylSd,PConc,No,Detchd,Unf,May,20,8072,5,5,0.0,746,5,0,2,0,4,1788.0,1.8,15,64,3.625,1,1,0,0,1
RM,OldTown,1.5Fin,Wd Sdng,BrkTil,No,Detchd,Unf,Apr,50,5500,5,7,0.0,234,6,0,2,0,3,2061.8,1.8,81,0,3.0,1,1,0,0,1
RL,Edwards,1Story,HdBoard,CBlock,No,Attchd,Fin,Nov,20,17755,5,4,132.0,176,6,2,2,0,2,2652.2000000000003,1.5,47,240,2.875,1,1,0,0,0
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,Nov,20,8500,7,5,106.0,0,7,0,2,192,3,2565.9000000000005,2.0,3,60,3.625,1,1,0,0,0
RL,Blmngtn,1Story,WdShing,PConc,Av,Attchd,Fin,Jun,120,3922,7,5,72.0,0,6,1,3,144,3,2269.7000000000003,2.0,1,16,3.75,1,1,0,0,1
RL,NWAmes,1Story,VinylSd,CBlock,No,Detchd,Unf,Jun,90,11500,5,6,164.0,0,8,0,2,0,3,3024.0,2.0,31,0,2.875,1,1,0,0,0
RM,CollgCr,1Story,VinylSd,PConc,Mn,Attchd,RFn,May,120,4435,6,5,169.0,662,3,1,2,140,4,1530.1,1.8,2,0,3.625,1,1,0,0,0
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,Unf,Jun,20,9525,5,6,0.0,0,6,0,1,278,3,1985.7,1.5,13,0,3.5,1,1,0,0,1
RM,Edwards,2Story,VinylSd,PConc,No,Detchd,Unf,Apr,160,3363,7,5,117.0,0,7,0,2,0,3,2492.0,2.0,2,40,3.625,1,1,1,0,0
RM,OldTown,2.5Fin,CemntBd,BrkTil,No,Attchd,Unf,May,75,18386,7,9,0.0,0,10,1,3,302,3,4677.7,3.0,128,0,3.375,1,1,1,0,1
RL,CollgCr,2Story,VinylSd,PConc,Gd,BuiltIn,RFn,Apr,60,9965,8,5,340.0,1150,11,1,3,125,4,4008.5,3.8,1,144,3.75,1,1,1,0,1
RL,Timber,1Story,BrkFace,CBlock,Gd,Attchd,RFn,Jun,20,215245,7,5,0.0,1236,8,2,2,0,4,3759.8,3.6,44,0,3.125,1,1,0,0,0
RM,BrkSide,1.5Fin,MetalSd,BrkTil,No,Detchd,Unf,Apr,50,6240,5,4,0.0,0,7,0,1,200,3,2060.8,1.0,70,114,3.125,1,1,1,0,1
RL,NAmes,1.5Fin,MetalSd,CBlock,No,Detchd,Unf,Oct,50,8480,5,5,0.0,442,6,0,1,158,1,1889.6,1.0,61,102,3.0,1,1,1,0,1
RL,Gilbert,2Story,VinylSd,PConc,Av,Attchd,Fin,Jul,60,13869,6,6,0.0,182,6,0,2,0,4,2105.2,2.4,10,75,3.25,1,1,1,0,0
RL,BrkSide,1Story,Stucco,BrkTil,No,Detchd,Unf,May,30,8731,5,5,0.0,645,6,1,2,0,2,1908.8,1.0,87,342,2.875,1,1,0,0,1
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,Feb,20,7314,7,5,82.0,724,6,0,2,132,4,2224.0,2.8,2,0,3.625,1,1,0,0,0
RL,NAmes,1Story,VinylSd,CBlock,No,Attchd,Unf,Sep,20,7875,5,6,136.0,572,6,0,2,0,1,2066.7,1.8,47,0,3.125,1,1,0,0,0
